new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ NOUN NOUN PUNCT X NOUN ADP NOUN PUNCT X ADP X
RT @USER128 : GIMME URL283	X X PUNCT X X
#LetterFromTheBrooks please choose me , a will frame it & put it on my wall \ud83d\udcc3 !!!!! I love & miss use sm \ud83d\ude18 @USER1368 \ud83d\ude07	PROPN INTJ VERB PRON PUNCT DET AUX VERB PRON CCONJ VERB PRON ADP PRON NOUN NOUN PUNCT PRON VERB CCONJ VERB VERB X SYM X X
RT @USER2180 : How much longer can @USER1037 ignore #USURY and #PAEDOPHILA and hide #EMBRYOLOGY from MOTHERS ? Such simple math / science . @ \u2026	X X PUNCT ADV ADV ADV AUX VERB VERB NOUN CCONJ NOUN CCONJ VERB NOUN ADP NOUN PUNCT VERB ADJ NOUN PUNCT NOUN PUNCT ADP PUNCT
Ok done being sap . Here 's Zola waiting for her treat \ud83d\udc36 URL1337	INTJ ADV AUX NOUN PUNCT ADV PART NOUN VERB ADP PRON NOUN X X
RT @USER1186 : RT IF #GreenWall URL643	X X PUNCT X PRON X X
URL490 Temp : 8.7 \u00b0C Wind : 6.9 mph Pressure : 1010.6 mb Falling Rain Today 0.0 mm Hum 69 % Fc : Occasional precipitation , worsening	ADJ NOUN PUNCT NOUN NOUN NOUN PUNCT NOUN X X PUNCT X NOUN VERB NOUN NOUN NUM NUM NOUN NOUN SYM X PUNCT X X PUNCT X
RT @USER2016 : Bellerin was member in PFA team of a year and Ismed Sofyan can deliver much better cross than him .	X X PUNCT NOUN AUX NOUN ADP NOUN NOUN ADP DET NOUN CCONJ NOUN NOUN AUX VERB ADV ADJ NOUN ADP PRON PUNCT
finna hit him with that \ you up \ text \ud83d\ude29	NOUN VERB PRON ADP PRON PUNCT PRON ADP PUNCT NOUN SYM
RT @USER2598 : \ when did you start crying ? \ URL835	X X PUNCT PUNCT ADV VERB PRON VERB VERB PUNCT PUNCT X
@USER1844 @USER2432 we all know that jen wants jimin :)	PROPN NOUN PRON DET VERB PRON NOUN VERB NOUN SYM
RT @USER448 : These crossover episodes were lit URL974	X X PUNCT DET NOUN NOUN AUX ADJ X
@USER1446 what ? \ud83d\ude02\ud83d\ude02\ud83d\ude02	VERB PRON PUNCT SYM
RT @USER1445 : The world not ready URL1605	X X PUNCT DET NOUN PART ADJ X
RT @USER914 : Never give up on someone you ca n't go a day without thinking about .	X X PUNCT ADV VERB ADP ADP PRON PRON AUX PART VERB DET NOUN ADP VERB ADP PUNCT
Lee Joon fights the temptation to suck ? URL583 #kpop #kpopmusic	PROPN NOUN VERB DET NOUN ADP NOUN PUNCT X X X
AllGreen News : URL276 Top posts from : @USER1716 @USER319	NOUN NOUN PUNCT NOUN ADJ NOUN ADP PUNCT X X
Shades Of Childhood Ruined , Make Sure You Close Your Eyes URL1291 URL1236	NOUN ADP NOUN NOUN PUNCT VERB INTJ PRON VERB PRON NOUN X X
Philips B 120 In.Sight Wireless HD Baby Monitor For IOS iPad iPhone Camera URL1089	NOUN AUX ADJ NOUN NOUN NOUN NOUN NOUN ADP NOUN NOUN PROPN NOUN X
@USER2641 actually let all ships in svtfoe be platonic	NOUN ADV VERB DET NOUN ADP NOUN AUX X
RT @USER2160 : 4x cause i liked my outfit from yesterday \ud83d\udc99 URL991	X X PUNCT NOUN SCONJ PRON VERB PRON NOUN ADP NOUN SYM X
Kingpin killed as robbers , police engage in shootout in Aba URL1632	NOUN VERB ADP NOUN PUNCT NOUN NOUN ADP NOUN ADP NOUN X
@USER2108 I wan na comment on your lovely smile but Dems gets all my attention . His unlooking is TIGHT !	PROPN PRON VERB PART VERB ADP PRON ADJ NOUN CCONJ VERB VERB DET PRON NOUN PUNCT PRON NOUN AUX NOUN PUNCT
You ai n't lying b \ud83d\ude02\ud83d\ude02 URL511	PRON AUX PART VERB CCONJ SYM X
RT @USER972 : When are we going to run out of usernames ?	X X PUNCT ADV AUX PRON VERB PART VERB ADP ADP NOUN PUNCT
RT @USER1697 : Follow everyone who retweets this \ud83d\udc40	X X PUNCT VERB PRON PRON VERB PRON NOUN
Multibionta 50 + Tablets - 30 Tablets - Pack of 2 - URL1529	NOUN NUM SYM NOUN PUNCT NUM NOUN PUNCT NOUN ADP NUM PUNCT X
@USER1379 hi tisha hope you and your family are well take care \ud83d\ude00 xxxdavid	PROPN INTJ NOUN VERB PRON CCONJ PRON NOUN AUX ADV VERB NOUN SYM X
@USER194 #FiresideBricky meal . Chicken noodle soup and chai tea . URL669	NOUN NOUN NOUN PUNCT NOUN NOUN NOUN CCONJ NOUN NOUN PUNCT X
RT @USER2112 : The heart wants what it wants	X X PUNCT DET NOUN VERB PRON PRON VERB
RT @USER1570 : if i cry in front of you , just know , i reached my limit	X X PUNCT SCONJ PRON VERB ADP NOUN ADP PRON PUNCT ADV VERB PUNCT PRON VERB PRON NOUN
I left my yeti cup at my house this morning and come back to it just now to see that there is still ice in it \ud83d\ude0d\ud83d\udc4d\ud83c\udffc	PRON VERB PRON NOUN NOUN ADP PRON NOUN DET NOUN CCONJ VERB ADV ADP PRON ADV ADV PART VERB PRON PRON AUX ADV VERB ADP PRON NOUN
Fuck sake Ronaldo \ud83d\ude20 #Euros2016	INTJ NOUN NOUN X X
@USER1387 what that mouth do	VERB PRON PRON NOUN AUX
RT @USER352 : HOW DOES BEN SIMMONS MAKE THIS PASS ? URL929	X X PUNCT ADV NOUN NOUN X VERB PRON NOUN PUNCT X
@USER555 these kids on UMG but we won first then my teammates host was shit and last map went round 11	VERB DET NOUN ADP NOUN CCONJ PRON VERB ADV ADV PRON NOUN NOUN AUX NOUN CCONJ ADJ NOUN VERB VERB NUM
RT @USER472 : \ How old are u ? \ * says age * \ Awwww u r a baby ! \ URL416	X X PUNCT PUNCT ADV ADJ AUX PRON PUNCT PUNCT PUNCT VERB NOUN PUNCT PUNCT VERB PRON AUX DET NOUN PUNCT PUNCT X
@USER1469 I watched the first three seasons , and i really liked it lol . Have nt seen it since though , i do nt watch much tv anymore .	PROPN PRON VERB DET ADJ NUM NOUN PUNCT CCONJ PRON ADV VERB PRON INTJ PUNCT AUX PART VERB PRON ADV ADV PUNCT PRON AUX PART VERB ADV NOUN ADV PUNCT
RT @USER871 : me as an eyeshadow URL1543	X X PUNCT PRON ADP DET NOUN X
I found 494 people do not follow me back ( via URL1135 )	PRON VERB NOUN NOUN AUX PART VERB PRON ADV PUNCT ADP NOUN PUNCT
@USER183 do n't think the team had much say in where they drafted .	NOUN AUX PART VERB DET NOUN VERB ADV VERB ADP ADV PRON NOUN PUNCT
RT @USER541 : What if his name was James boob instead of James Bond haha	X X PUNCT PRON SCONJ PRON NOUN AUX PROPN NOUN ADV ADP PROPN PROPN INTJ
@USER190 @USER2091 she does nt read email , only k3 - mail and KKC - mail	PROPN PROPN PRON AUX PART VERB NOUN PUNCT ADV NOUN PUNCT NOUN CCONJ NOUN PUNCT NOUN
Cuba does n\u2019t have trendy food trucks as some places do , but it does have an outdoor hot dog stand if you are ... URL1489	PROPN AUX PART VERB VERB NOUN NOUN ADP DET NOUN VERB PUNCT CCONJ PRON AUX VERB DET ADJ ADJ NOUN VERB SCONJ PRON AUX PUNCT X
RT @USER1263 : by Finbarr Notte , inspired in the amazing beauty of #lacandelaviva #streetart @USER2141 @USER1888 URL574 \u2026	X X PUNCT ADP PROPN NOUN PUNCT VERB ADP DET ADJ NOUN ADP NOUN X X X X PUNCT
Be first to apply - Retail Store Manager in Santa Cruz , CA URL984 #job	AUX ADJ ADP VERB PUNCT NOUN X NOUN ADP PROPN PROPN PUNCT PROPN X X
Gamer thug tears URL519	NOUN NOUN NOUN NOUN
RT @USER426 : RT @USER655 : Day 1 of install at #FDIC2016 URL1215	X X PUNCT X X PUNCT NOUN NUM ADP NOUN ADP NOUN X
RT @USER1443 : \ I hate Donald Trump \ URL1255	X X PUNCT PUNCT PRON VERB PROPN PROPN PUNCT X
RT @USER2597 : THE SEX SCENE URL383	X X PUNCT DET NOUN X X
not going to change ...... lol	PART VERB PART VERB NOUN INTJ
RT @USER1199 : Tonight the @USER1200 World Tour kicks off with #ShawnWorldTourCologne \ud83d\ude46\ud83c\udffb URL1629	X X PUNCT VERB DET ADJ PROPN NOUN NOUN ADP ADP NOUN X X
RT @USER1275 : @USER737 @USER1807 I like that \ United States of America V Pete Santili \ hahahaha #Oregonstandoff	X X PUNCT NOUN X PRON VERB PRON PUNCT PROPN PROPN ADP PROPN PROPN NOUN X PUNCT INTJ X
' Pepper Spray Cop ' Gets $ 38,000 in Workers ' Comp URL702	PUNCT NOUN NOUN NOUN PUNCT NOUN SYM NOUN ADP NOUN PUNCT X X
Expect you to change it , but I like Roman . It 'll forever remind me about earlier . \ @USER794	VERB PRON PART VERB PRON PUNCT CCONJ PRON VERB NOUN PUNCT PRON AUX ADV VERB PRON ADP NOUN PUNCT PUNCT X
I need a new phone case \ud83d\ude16	PRON VERB DET ADJ NOUN NOUN X
RT @USER1102 : Thanks to U.S. Imperialism and Racism , Attacks on Muslims in Europe Increase - URL1332 URL424 \u2026	X X PUNCT NOUN ADP PROPN NOUN CCONJ NOUN PUNCT NOUN ADP NOUN ADP NOUN NOUN PUNCT X X PUNCT
RT @USER1150 : Qualify for a Place at the #AV/IT Leadership Summit , Aug 10 - 11 , in NYC #AVtweeps URL1127	X X PUNCT NOUN ADP DET NOUN ADP DET NOUN NOUN NOUN PUNCT PROPN NUM PUNCT NUM PUNCT ADP NOUN X X
@USER203 waiting for buses to celebrate #July4Canada URL1608	NOUN VERB ADP NOUN PART VERB NOUN X
RT @USER1047 : Rockstar in pune URL354	X X PUNCT NOUN ADP NOUN X
RT @USER1808 : get yourself a girl who can do both URL937	X X PUNCT VERB PRON DET NOUN PRON AUX VERB DET NOUN
RT @USER2043 : #GrowingUpUgly #GrowingUpFat Not having crushes because you automatically know they 're not gon na like you back	X X PUNCT NOUN NOUN PART VERB NOUN SCONJ PRON ADV VERB PRON AUX PART VERB PART SCONJ PRON ADV
@USER1788 this weekend will be good tho	VERB DET NOUN AUX AUX ADJ ADV
I leave for college in 51 days \ud83d\ude1d\ud83d\ude1d	PRON VERB ADP NOUN ADP NOUN NOUN X
Iron Man , the Hulk and Frozen 's Anna arrested in New York - Evening Express URL297 via @USER421	NOUN NOUN PUNCT DET NOUN CCONJ NOUN PART PROPN NOUN ADP ADJ PROPN PUNCT X X X ADP X
did we bother to ask if we should \u2019ve let this happen URL1622	AUX PRON VERB PART VERB SCONJ PRON AUX VERB VERB PRON VERB X
RT @USER2386 : do U think uber drivers get lonely when their passengers leave	X X PUNCT AUX PRON VERB NOUN NOUN VERB NOUN ADV PRON NOUN VERB
RT @USER1868 : My #TeenChoice for #ChoiceModel is @USER507	X X PUNCT PRON NOUN ADP NOUN AUX X
@USER245 both	NOUN DET
#Taurus Dolls make awesome moms ! They 're strict and loving .	PROPN NOUN VERB ADJ NOUN PUNCT PRON AUX NOUN CCONJ VERB PUNCT
Driver continuing to drive around 60 - 65 miles an hour on 91 Eastbound . @USER210 #KCAL9	NOUN NOUN PART NOUN ADP NUM PUNCT NOUN NOUN DET NOUN ADP NOUN NOUN PUNCT X X
RT @USER525 : Our tennis warm up \ud83c\udfbe @USER300 URL948	X X PUNCT PRON NOUN ADJ ADP NOUN X X
[ eBay.ca ] Nexus 5x $ 31 free shipping URL327 URL1250	PUNCT NOUN PUNCT X NOUN SYM NUM ADJ NOUN X X
so at least I broke 1600 . Still sad I did n't make 1700 though . If only I had good teammates earlier , then I probably would 've made it	ADV ADV ADV PRON VERB NOUN PUNCT ADV ADJ PRON AUX PART VERB NOUN ADV PUNCT SCONJ ADV PRON VERB ADJ NOUN NOUN PUNCT ADV PRON ADV AUX AUX VERB PRON
@USER2140 oh shoot I ai n't getting that I need to look poppin in flash pics	PROPN INTJ NOUN PRON AUX PART VERB SCONJ PRON VERB PART VERB NOUN ADP NOUN NOUN
Let your workings remain a mystery . Just show people the results . - Lao - tzu URL602	VERB PRON NOUN NOUN DET NOUN PUNCT ADV NOUN NOUN DET NOUN PUNCT PUNCT X PUNCT X X
RT @USER766 : RT for the chance to WIN this Minority Report inspired T-shirt before we officially release it . URL870	X X PUNCT VERB ADP DET NOUN PART VERB DET NOUN NOUN NOUN NOUN SCONJ PRON NOUN VERB PRON PUNCT X
RT @USER1193 : If you do n't think your friends have the ability to break your heart , you are so so wrong .	X X PUNCT SCONJ PRON AUX PART VERB PRON NOUN VERB DET NOUN PART VERB PRON NOUN PUNCT PRON AUX ADV ADV ADJ PUNCT
RT @USER2039 : At this point I do n't care if I 'm rude to guys like what part do n't ya fucking understand I do n't wan na talk to anyone	X X PUNCT ADP DET NOUN PRON AUX PART VERB SCONJ PRON AUX VERB PART NOUN SCONJ PRON NOUN AUX PART PRON ADV VERB PRON AUX PART VERB PART VERB ADP PRON
@USER2179 Help us win & rt these 2 links please ? Thank you & have an amazing day ! \ud83d\udc95 URL798 URL853	NOUN VERB PRON VERB CCONJ VERB DET NUM NOUN INTJ PUNCT VERB PRON CCONJ VERB DET ADJ NOUN PUNCT X X X
They are so cute . Congratulations . May Allah continue to bless your union . We need more cuties oh URL584	PRON AUX ADV ADJ PUNCT NOUN PUNCT PROPN PROPN VERB PART VERB PRON NOUN PUNCT PRON VERB ADV NOUN INTJ X
Delhi air will never be safe because of its geographical disadvantage : panel to HC URL1614	NOUN NOUN AUX ADV AUX ADJ ADV ADP DET NOUN NOUN PUNCT X ADP X X
Bullet with butterfly wings .	NOUN ADP NOUN NOUN PUNCT
When BB is perfect \ud83d\ude29\ud83d\ude0d\ud83d\ude4c @USER1548 URL458	ADV NOUN AUX ADJ NOUN X X
@USER1026 PLEASE EXPLAIN TO ME WHY YOU TELLING ME TO SHUT UP WILL ACTUALLY GET ME TO SHUT UP	PROPN INTJ VERB ADP PRON ADV PRON VERB PRON PART NOUN ADP AUX VERB VERB PRON ADP NOUN ADP
RT @USER1549 : \ wyd this weekend ? \ URL871	X X PUNCT PUNCT VERB DET NOUN PUNCT PUNCT X
Thankful for another 24	NOUN ADP DET NUM
@USER1833 Imma stay at your pad	NOUN VERB VERB ADP PRON NOUN
um can one of my friends pick me up so we can go riding around & talking ?	INTJ AUX NUM ADP PRON NOUN VERB PRON ADP ADV PRON AUX VERB VERB ADP CCONJ VERB PUNCT
@USER881 I suspect @USER786 's involvement now :/	PROPN PRON VERB NOUN PART NOUN ADV SYM
RT @USER1280 : This is your chance to ask question to LizQuen using ASK TatakLizQuen DolceAmore GrandFansDate #VoteEnriqueFPP #KCA URL0 \u2026	X X PUNCT PRON AUX PRON NOUN PART VERB NOUN PART NOUN VERB X X X X X X X PUNCT
RT @USER1262 : Your child reading before kindergarten ! This guide can make it happen #kindergarten #ASMSG URL459	X X PUNCT PRON NOUN VERB ADP NOUN PUNCT DET NOUN AUX VERB PRON VERB X X X
RT @USER1805 : Check out my article about Darren Espanto : URL1153 @USER1025 URL277	X X PUNCT VERB ADP PRON NOUN ADP NOUN X PUNCT X X X
RT @USER1241 : When Taeyeon went on the lift during \ U R \ and confetti fell , Yoona 's jaw dropped and she took a video of it . URL224 \u2026	X X PUNCT ADV NOUN VERB ADP DET NOUN NOUN PUNCT PRON X PUNCT CCONJ NOUN VERB PUNCT PROPN PART NOUN NOUN CCONJ PRON VERB DET NOUN ADP PRON PUNCT X PUNCT
Excellent condition 1 BR in an Elevator building ( Gramercy ) $ 3825 1 bd URL478 URL575 #roommate	NOUN NOUN NUM NOUN ADP DET NOUN NOUN PUNCT NOUN PUNCT SYM NOUN NUM X X X X
URL988 Hey ! Check URL1640 for latest cs:go giveaways , free and no sign up needed ;)	PROPN INTJ PUNCT VERB NOUN ADP ADJ NOUN NOUN PUNCT ADJ CCONJ DET NOUN ADP VERB SYM
RT @USER25 : Laurmani in red appreciation tweet #VeranoMTV2016 Fifth Harmony URL585	X X PUNCT NOUN ADP ADJ NOUN NOUN X X PROPN X
@USER2400 you thought	VERB PRON VERB
RT @USER1702 : hate is never the answer .	X X PUNCT VERB AUX ADV DET NOUN PUNCT
RT @USER1320 : VIDEO : Russian jets violently disrupt Free Syrian Army ceremony in western #Daraa URL402 URL1544 \u2026	X X PUNCT NOUN PUNCT X X X X ADJ NOUN X NOUN ADP ADJ NOUN X X PUNCT
RT @USER2545 : When you go through deep waters , I will be with you . Isaiah 43:2	X X PUNCT ADV PRON VERB ADP ADJ NOUN PUNCT PRON AUX AUX ADP PRON PUNCT X X
How many of you really knows that today is my birthday \ud83d\ude0d\ud83d\ude0d - No I know URL1611	ADV ADJ ADP PRON ADV VERB PRON NOUN AUX PRON NOUN NOUN PUNCT DET PRON VERB X
#CD #Music On the 6 , #JenniferLopez , New URL840 #Deal #Bargain	NOUN NOUN ADP DET NUM PUNCT NOUN PUNCT ADJ NOUN X X
RT @USER1261 : @USER2115 so was I . Especially because he is literally in the room right next to me and I could hear him laughing whi \u2026	X X PUNCT NOUN ADV AUX PRON PUNCT NOUN SCONJ PRON AUX ADV ADP DET NOUN ADV ADJ ADP PRON CCONJ PRON AUX VERB PRON VERB NOUN PUNCT
\ He , once again , ripped strands of his hair out and ran to his lair . Preparing for a wonderful barrage . A barrage of excellence . \	PUNCT PRON PUNCT ADV ADV PUNCT VERB NOUN ADP PRON NOUN ADV CCONJ VERB ADP PRON NOUN PUNCT NOUN ADP DET ADJ NOUN PUNCT DET NOUN ADP NOUN PUNCT PUNCT
@USER1631 so sad I have to miss it \ud83d\udc94 but we will just do a redo when I get back after all you can never have too many 21st birthdays	PROPN ADV ADJ PRON VERB PART VERB PRON PROPN CCONJ PRON AUX ADV VERB DET NOUN ADV PRON VERB ADV ADP DET PRON AUX ADV VERB ADV ADJ ADJ X
Oh , dear . It 's like the dills who accuse Julan Burnside of making money out of #refugees , do n't bother 2 read . URL1425	INTJ PUNCT NOUN PUNCT PRON AUX ADP DET NOUN PRON NOUN NOUN NOUN ADP VERB NOUN ADP ADP NOUN PUNCT AUX PART VERB NUM VERB PUNCT X
2 people followed me // automatically checked by URL1009	NUM NOUN VERB PRON SYM ADV VERB ADP NOUN
@USER2161 but she been a little distant lately URL1184	NOUN CCONJ PRON AUX DET ADJ NOUN ADV X
@USER840 \ud83d\ude2d I 'll be your buddy	PROPN PROPN PRON AUX AUX PRON NOUN
The Dildo Selfie Stick Exists And We Do n't Know How to Fe ... URL505 URL846	DET NOUN NOUN NOUN NOUN CCONJ PRON AUX PART VERB ADV PART NOUN PUNCT X X
Be you , and be OK with it . It 's the only way you can be truly happy . Be true to yourself . URL718	AUX PRON PUNCT CCONJ AUX ADJ ADP PRON PUNCT PRON AUX DET ADJ NOUN PRON AUX AUX ADV ADJ PUNCT AUX ADJ ADP PRON PUNCT X
RT @USER1879 : Need extra cash for July 4 weekend ?? Come an flip your cash with me starting at $ 150 , Dm me for more info URL224 \u2026	X X PUNCT VERB NOUN NOUN ADP PROPN NUM NOUN PUNCT VERB DET VERB PRON NOUN ADP PRON VERB ADP SYM NOUN PUNCT VERB PRON ADP ADJ NOUN X PUNCT
@USER1112 : PM @USER351 struggles to secure EU Deal . See his policy record and latest activity here URL670	NOUN PUNCT NOUN NOUN NOUN PART NOUN VERB NOUN PUNCT VERB PRON NOUN NOUN CCONJ ADJ NOUN ADV X
o i found one with cloud	PUNCT PRON VERB NUM ADP NOUN
RT @USER1464 : Beautiful Chandelier made of Spoons . URL615	X X PUNCT ADJ NOUN VERB ADP NOUN PUNCT X
RT @USER752 : you want it to stop ? how about you just now hear me out for a second how about how about you JUST GIT FUCKING GUD URL221 \u2026	X X PUNCT PRON VERB PRON PART VERB PUNCT ADV ADP PRON ADV ADV VERB PRON ADP ADP DET ADJ ADV ADP ADV ADP PRON ADV NOUN ADV NOUN X PUNCT
RT @USER1268 : Love this ! \ Casa Dos Chicos hilltop villa - Villas for Rent in Nayarit \ @USER1579 #Travel URL903	X X PUNCT VERB PRON PUNCT PUNCT X X X X X PUNCT NOUN ADP NOUN ADP NOUN PUNCT X X X
RT @USER324 : Ok thread of Chris ' looks cause he lowkey fashionista and ppl sleeping : #ChrisBrown #ICHOOSEBREEZY #backtosleep #Viewer \u2026	X X PUNCT INTJ NOUN ADP PROPN PUNCT VERB SCONJ PRON NOUN NOUN CCONJ NOUN VERB PUNCT X X X X PUNCT
RT @USER1232 : Amen Bishop Father God please help da USA n help us 2 remove our pride n haughty spirits before da fall n Jesus ' Name ht \u2026	X X PUNCT INTJ X PROPN PROPN INTJ VERB DET PROPN CCONJ VERB PRON NUM VERB PRON NOUN CCONJ NOUN NOUN ADP DET VERB CCONJ PROPN PUNCT PROPN X PUNCT
RT @USER1258 : Janitors might as well quit URL1340	X X PUNCT NOUN AUX ADV ADV VERB X
RT @USER2565 : Glencoe Lochan by Alan Howe Photography on Flickr ( cc ) #Scotland #photography #forest URL270	X X PUNCT X NOUN ADP PROPN X NOUN ADP NOUN PUNCT NOUN PUNCT X X X X
RT @USER524 : Grey 's Anatomy season 13 is expected to premiere on September 22 . RT to save a life .	X X PUNCT NOUN PART NOUN NOUN NUM AUX NOUN ADP ADJ ADP NOUN NOUN PUNCT VERB PART VERB DET NOUN PUNCT
@USER1107 @USER2064 see the unnecessary fear by an MD . So cruel . URL731	NOUN NOUN VERB DET NOUN NOUN ADP DET NOUN PUNCT ADV NOUN PUNCT X
@USER1710 Glad to see I was n't the only one to think of that ! \ No networks ! \	PROPN ADJ PART VERB PRON AUX PART DET ADJ NOUN PART VERB ADP PRON PUNCT PUNCT DET NOUN PUNCT PUNCT
Really trying to get rid of these lmk if you interested !! URL319	ADV VERB PART VERB VERB ADP DET NOUN SCONJ PRON VERB PUNCT X
RT @USER2352 : @USER1947 WHY YOU DO THAT TO ME ? I BEEN WRITING ONE HUNDRED TEN TWEET WITH THE SAME QUESTION AND YOU JUST IGNORE M \u2026	X X PUNCT NOUN ADV PRON VERB PRON ADP PRON PUNCT PRON VERB X X X X VERB ADP DET NOUN NOUN CCONJ PRON ADV NOUN X PUNCT
The latest The Claudio Russo Daily ! URL970 Thanks to @USER365 @USER2218 #brexit #technology	DET ADJ DET NOUN NOUN NOUN PUNCT X NOUN ADP X X X X
RT @USER380 : \ The Largest Swimming Pool in the World Found at URL606 URL1043 \	X X PUNCT PUNCT DET NOUN NOUN NOUN ADP DET NOUN NOUN ADP NOUN NOUN PUNCT
RT @USER860 : Season 6 is coming soon . #TeenWolf URL1569	X X PUNCT NOUN NUM AUX VERB ADV PUNCT X X
RT @USER2082 : I need to see #FindingDory	X X PUNCT PRON VERB PART VERB X
RT @USER2533 : Rihanna made this a hit , obviously . \ So live ya life , ayeeeeee \ \ud83d\ude1b URL800	X X PUNCT PROPN VERB DET DET NOUN PUNCT ADV PUNCT PUNCT ADV VERB PRON NOUN PUNCT PROPN PUNCT X X
RT @USER260 : The Greatest Boyfriend Ever Proposed At A @USER199 Meet And Greet URL971 via @USER1711 htt \u2026	X X PUNCT DET NOUN NOUN ADV NOUN ADP DET NOUN NOUN CCONJ NOUN NOUN ADP X X PUNCT
RT @USER1664 : Got ta respect Laremy Tunsil tweeting out how strong his lungs are 10 minutes before he gets drafted URL1101 \u2026	X X PUNCT VERB PART NOUN NOUN NOUN VERB ADP ADV ADJ PRON NOUN AUX NUM NOUN SCONJ PRON VERB NOUN X PUNCT
@USER723 act u prob right bc my trip next year is gon na cost like 10 k	NOUN VERB PRON VERB ADV VERB PRON NOUN ADJ NOUN AUX VERB PART NOUN ADP NUM NUM
\u26a1\ufe0f \u201c Michelle Obama brought down the DNC house \u201d URL864	NOUN PUNCT NOUN PROPN NOUN ADP DET PROPN NOUN PUNCT X
RT @USER1692 : @USER1674 I was thinking the same thing	X X PUNCT X PRON AUX VERB DET ADJ NOUN
Amazon Kindle 3 keyboard . D00901 . Never Used Still In Plastic - Bid Now ! Only $ 27.01 URL676 URL555	PROPN NOUN NUM NOUN PUNCT NOUN PUNCT ADV NOUN ADV ADP NOUN PUNCT VERB ADV PUNCT ADV SYM X X X
RT @USER1415 : I 'd talk about how ZTD came out or how Sigma 's one can be folded up . [ Sat July 2 3:45 pm - 4:45 pm ] [ Place : 408 AB ] I hope \u2026	X X PUNCT PRON AUX VERB ADP ADV NOUN VERB ADV CCONJ ADV NOUN PART NUM AUX AUX VERB ADP PUNCT PUNCT NUM PROPN NUM NOUN NOUN PUNCT X NOUN PUNCT PUNCT X PUNCT X X PUNCT PRON VERB PUNCT
Book release news , and enter to win a $ 25 Amazon gift card ! URL442 #ya #scifi #mystery	NOUN VERB NOUN PUNCT CCONJ VERB PART VERB DET SYM NUM PROPN NOUN NOUN PUNCT X X X X
Eagles of Death Metal return : ' Much more than a show ' URL732 URL480	PROPN ADP NOUN NOUN NOUN PUNCT PUNCT ADV ADJ ADP DET NOUN PUNCT X X
San Miguel , Telstra talks break down URL667	PROPN NOUN PUNCT NOUN VERB NOUN ADV X
#Jesus is not a part time Lord . Amen	PROPN AUX PART DET NOUN NOUN NOUN PUNCT SYM
Today is the last day I ask my boyfriend to do any prep work for dinner . Boy do n't know how to season anything	NOUN AUX DET ADJ NOUN PRON VERB PRON NOUN PART VERB DET NOUN NOUN ADP NOUN PUNCT NOUN AUX PART VERB ADV PART NOUN PRON
RT @USER707 : Take some time today and thank God for sending his Son Jesus so that our sins could be forgiven and we can be free . #goodfr \u2026	X X PUNCT VERB DET NOUN NOUN CCONJ VERB PROPN ADP PROPN PRON NOUN PROPN ADV SCONJ PRON NOUN AUX AUX NOUN CCONJ PRON AUX AUX ADJ PUNCT X PUNCT
RT @USER1786 : Arheologist prof. Diana Gergova shows newly discovered mystical ... #velingrad URL1635	X X PUNCT X X X X NOUN X X X PUNCT X X
RT @USER1596 : SLIM THICK W YO CUTE AH @USER1528 URL579	X X PUNCT X X PROPN PRON ADJ X X X
RT @USER186 : These Failed Tattoos Are Just Absolutely Hilarious \u2026 It Will Make You Cry with Laughter URL328 URL223 \u2026	X X PUNCT DET ADJ NOUN AUX ADV NOUN NOUN PUNCT PRON AUX VERB PRON VERB ADP NOUN X X PUNCT
RT @USER950 : I 'm a failure . Allah is my forgiver . I 'm a sinner . Allah is my savior . I 'm broken . Allah is healer .	X X PUNCT PRON AUX DET NOUN PUNCT PROPN AUX PRON NOUN PUNCT PRON AUX DET NOUN PUNCT PROPN AUX PRON NOUN PUNCT PRON AUX ADJ PUNCT PROPN AUX NOUN PUNCT
Great thanks to @USER2580 for allowing me to announce a great night of fights at the @USER1942 . Hope to be back soon .	ADJ NOUN PART NOUN ADP VERB PRON PART VERB DET ADJ NOUN ADP NOUN ADP DET NOUN PUNCT VERB PART AUX ADV ADV PUNCT
RT @USER262 : #JESUS Said , Before Abraham Was , \ I AM ! \ In John 's Gospel , Jesus said , \ I AM \ 7 Different Times . Ch. 6 , 8 , 10 , 11 , 15 URL218 \u2026	X X PUNCT NOUN NOUN PUNCT ADV NOUN ADV PUNCT PUNCT PRON NOUN PUNCT PUNCT ADP PROPN PART PROPN PUNCT PROPN VERB PUNCT PUNCT PRON NOUN PUNCT NUM ADJ NOUN PUNCT NOUN NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM X PUNCT
He 'll always come back home cause I 'm his backbone \ud83d\ude0f	PRON AUX ADV VERB ADV ADV SCONJ PRON AUX PRON NOUN X
Seven hours of video show changes in accused Tochigi killer 's demeanor URL691	NOUN NOUN ADP NOUN NOUN VERB ADP PROPN X X PART X X
@USER1568 lol where Uu wan na go Pee ? \ud83d\ude02\ud83d\ude02	PROPN INTJ ADV VERB VERB PART VERB NOUN PUNCT SYM
Dealing With Erectile Dysfunction URL892	NOUN ADP NOUN NOUN X
@USER755 let 's fuckin go	NOUN VERB PART NOUN VERB
